,S,K,T,r,sigma,value
0,12.914191823254084,109.06261468546148,0.2844857975846915,0.0050576654483426185,0.7415641389606327,95.99161279342333
1,154.41894217381747,110.75416516113194,4.41681939782214,0.002755765795979702,0.42198733397620125,25.79908689754426
2,134.63695756056714,64.42074702938149,2.8828891594459396,0.006403974326644309,1.219482432359513,36.479997467373536
3,39.597590628691414,104.3940938703511,4.120486646137189,0.017320333400649587,0.22081802594007366,57.835081828346596
4,33.30841634926352,142.2324039601388,2.0697739854467296,0.012749832532194746,0.3744311375585885,105.26452872765276
5,149.90219376732978,82.3936019800937,3.4444287264443725,0.006701489192809523,1.325391780018872,56.93391797290018
6,17.933803557731686,118.41808420664151,4.462985558090184,0.04126313637235208,0.07105380108166912,80.56699617972362
7,180.99526898538264,53.30751812513829,1.3214529157232295,0.01488790100721928,0.628044324357301,1.1632657852650494
8,41.74126801577105,128.1722590582808,1.0246201535208415,0.03715622072686724,0.08080397660698048,81.64306229149224
9,57.07771838421654,110.07158275042966,3.971051030278459,0.049434449590651026,0.39880322723648365,42.92575296373849
10,183.24559437053995,54.168952659663375,1.6164489675795013,0.0048152648432296255,0.23360587606702665,0.0001165078550215133
11,34.98426974829052,101.13620632325906,0.1749425755694778,0.021755295629686318,1.4445992937644594,66.327378719968
12,53.557361653278335,131.77978354656142,4.19379095331431,0.01805688520036185,1.2212434034151867,105.63686086242582
13,111.37099861552116,92.18013512900215,3.266991200584004,0.0023595375160047703,0.7675998201219579,42.43398468578182
14,31.913008781985287,139.6054973028846,0.5053905021438676,0.04107146658286491,0.338316962119932,104.82454727501192
15,134.75496193463064,98.45572114511432,0.8076242515497145,0.007543520657704533,0.5723712648191179,9.440295736847851
16,11.871875232290986,73.37804422078872,4.561310339447408,0.012549139535936865,0.44969124521169995,57.751784544113285
17,48.078787485858456,129.90833030237798,1.1632978294513747,0.020430839783707605,0.797363700586227,82.87906614644868
18,62.49375503381134,94.6553939961684,1.740209051236783,0.009397720244682588,1.117873862733118,58.50445152785541
19,103.5366826614724,120.73920510580047,1.7940539059673637,0.029676019916196828,1.458931798625347,78.73550742925796
20,145.8215264456309,83.88600057362952,2.082378949126449,0.04535200880340392,0.4699073568054791,6.264112546369287
21,183.08987302406564,96.25462728903722,1.357225436034506,0.007133390017843575,0.6783570721969852,11.445355525058506
22,136.75501919542776,99.98528401068828,0.9507681588328876,0.028123000588223666,0.840263623408495,20.461185858871723
23,73.11173232712338,80.09270065603357,3.8930068723734186,0.009274320507919716,1.4546546147960036,65.88556581564843
24,163.64153210553934,111.47744649069215,4.095334367116299,0.012121929872443291,0.3282733240964912,13.136555370335152
25,18.191635673304752,75.8145973631543,0.5840972530781663,0.024016587694720683,1.2648151795776712,57.6140822494245
26,161.6197931000702,133.9914417329564,1.8824978807719566,0.04634297962310739,1.1740536151343366,63.9390747009672
27,173.61933906943568,137.54346613697135,4.564904414658436,0.03308989200947981,0.41954677968553544,27.01488413168375
28,181.6079513459915,103.0679435045065,2.4188405393652195,0.0058277656659636275,1.1869190390410504,54.43559735461437
29,68.46144902498636,104.89655671389478,0.017085210744282042,0.035787945128474836,1.0911582576283279,36.37580411862369
30,38.12008772934112,84.00842300415131,0.15003290792427626,0.04999004537325929,1.478135947013047,46.49680732345788
31,67.38048903749356,68.84070239714806,4.205814491054612,0.004539290507068904,0.8658584388613121,42.26725663688995
32,56.87653450983732,106.6641306872694,4.80185569669099,0.03504786062242296,0.17484263501762615,34.779951065845296
33,122.41492746851863,149.7732101955873,0.6149657594592511,0.012330736728981037,0.19311151583163222,27.191416603254098
34,124.61310162470951,98.2675090697021,4.966617449090434,0.010461743227661833,0.2667522137816416,12.6532258534575
35,48.19951288250452,124.31375420909279,4.775326235619659,0.009280518106617012,0.8927542282788438,95.32632525017382
36,188.0448589649088,130.33490579346721,0.04040168799133326,0.02535268288080129,0.40354444317743093,7.52758671339576e-06
37,165.46671921715338,74.90847936982894,4.567603233887075,0.03467225822297338,0.40276559551266505,5.66611849019594
38,115.97968872352493,83.81355137849727,0.996398371723301,0.009255331667511597,0.25238904136090046,1.059198447563773
39,0.8004239707009475,144.02247323442563,0.8693029227182991,0.009815216803438682,0.19887854885135475,141.9984200633212
40,92.64887781895703,104.40318088859301,3.1005155976138155,0.027478362601527875,0.4615303438083363,31.379329202474516
41,79.63987652928068,110.31223270506007,1.6349967836230361,0.013096966844533969,0.7514047389841142,50.36714709229817
42,161.42260136896505,80.3138944442307,4.877725922232184,0.003479909497648214,0.7429813135697164,34.43557098628119
43,31.067980847937136,98.38615754093493,1.6967117076823994,0.04494589119549706,0.09906958750127165,60.09417917596625
44,33.49790939212562,103.21006305846095,3.116714684786819,0.02665533916072744,1.3906125440549078,83.23520241624034
45,164.27731682953817,81.49280847769916,2.0216087605752042,0.039852126256297214,1.1680168204963994,32.2798956921649
46,156.48699047084352,140.316888072651,3.7690017032950776,0.044390806951687574,0.56277092383792,39.855880906174875
47,39.21764625326492,108.67352127203307,4.575842287310447,0.020726032035539417,1.0539531766533172,83.42220409357031
48,52.46422226757239,71.9707414372478,1.9020805137387997,0.04318490210827987,0.1430416071113945,14.500434874372651
49,149.24827402263818,120.39954711552761,3.858562188488234,0.015047325873424604,1.3662168601395925,90.29059930450012
50,193.93134948377374,73.985993400374,0.48664403175524173,0.04055971181920202,1.383102233380739,8.535669178239392
51,17.42897331743265,67.95726267744375,4.690354407410104,0.043671459148685615,0.6201707103035304,41.87520036695257
52,84.70128291489291,127.67979768757066,3.8930423307096156,0.016211240753793172,1.2936889258432904,99.6445393853093
53,42.61768047678296,86.67848469365116,3.0202584595274895,0.04870571597856693,1.281905458939399,60.104189341760105
54,112.20777674955748,144.77039054660105,3.1780283133394045,0.003963794146212088,1.4166088612454235,116.85149345516518
55,74.76089517516601,94.52927375186516,0.021480019347856483,0.0338851277373848,0.2019649732972985,19.699600175687564
56,89.06224728380035,119.53600348242993,2.3020501473028716,0.0068113556224103835,1.4138875232271004,88.79246707510518
57,74.71909179074996,127.09745168494122,1.0212556115969251,0.0055276624779848895,1.2962843387981033,78.12629680606078
58,128.07561764547717,91.16983477044545,1.4906292711314229,0.0222739320974668,0.7012023879621604,18.99827925411337
59,120.1762515052855,85.48921053252974,2.2618509442645616,0.0013062810830203166,0.9374310056575852,37.16447521372178
60,152.2048459655062,105.5439802639055,1.6813241663253298,0.040714191256156454,0.8516228832815483,29.286965954534217
61,171.74266564680102,104.62786976962589,3.1079759479345355,0.005511583625159903,1.3963709803586482,74.19855875422463
62,86.97965870232936,56.37256984650677,3.292554347378225,0.022704627685962497,0.779626174188078,20.831142259411017
63,142.90996373489037,85.24529906358265,1.84358285587706,0.03414081869203148,0.6726030434784669,14.70660066650462
64,94.98794631519809,93.84039293012128,2.8298246475218614,0.02441375988916864,0.4520392010456196,23.479717527874037
65,35.53338753495612,50.683860459350285,2.980753806100008,0.014185605120168181,1.420364675461054,39.48200424098268
66,85.90688699428179,137.94926000871135,0.054669407483781685,0.02365953129539255,0.056273692590430566,51.86405753746402
67,98.54241281081588,68.16780663053693,4.468038396887873,0.01772080467399496,0.8948680744073061,36.23981341411286
68,96.93076356283169,93.74119551221604,1.2043140187491241,0.03064562766154004,0.1634221770532783,3.9042736265588864
69,180.7943500244865,121.29469321110166,0.6262646295467372,0.017705127049531574,0.47222676391539686,3.750404238899282
70,82.90187734225603,99.56198783189618,4.861252090118121,0.013167556027012164,1.2832365133907468,79.56725464252438
71,186.85262860278522,109.83827505024946,2.9381695794625773,0.04263784714203812,0.28766029976323104,2.764306565458382
72,34.83008796635181,80.09321321909354,3.895742472527941,0.020243506199548456,1.409373825502028,65.87064651970084
73,13.05522164178312,125.00451583806694,4.809962833321845,0.021249863291449136,0.6631511999992913,101.21089348513732
74,123.75616428946981,112.65566464954689,0.8926252718432676,0.026985481126546283,1.010712969928981,36.29705188236349
75,166.4386164588403,114.9723743801793,2.872223487039949,0.002514436156356808,0.39104601791861177,15.733727937969654
76,39.174130721917,118.56420975243594,3.1541313900087395,0.012701388244374452,0.6319936612177837,80.94871292932824
77,157.06086832251134,103.28355575853044,2.5448902110127545,0.023065509244628624,0.6005932351692788,22.16106872931104
78,0.6799882757030806,90.87167141667683,3.029929663376136,0.04394730067879145,0.182151295840692,78.86248046938822
79,50.7055750132823,113.86366331663895,0.8305145308596956,0.0016499077761417482,0.8334141154115114,67.06162083377552
80,18.661513954926036,72.93470332691379,3.3755358203613204,0.025775145297633712,0.9395860050020153,54.80033865430531
81,126.24471618249771,61.205205441603,0.698663418883459,0.048649966899319844,1.3264463412949765,12.920798406472553
82,188.90593756726977,131.68267806050898,1.5225151102051138,0.006950412233112461,0.2517327020707684,2.735227473895687
83,81.87090719303181,105.11745949815639,0.10969102898637006,0.047797527982062195,0.12302605362812705,22.696867913189053
84,36.784503593546106,96.50584135325458,3.554511360220162,0.0015734773681228371,1.2307202827016255,82.0489636489803
85,144.68234518305997,50.363590789723546,1.0575265853396743,0.032989409504487914,0.14847466862397865,8.054472456001185e-13
